RA,DEC,DELTA_3MPC
144.640966,-88.665267,-0.8464
352.969679,-45.155023,-0.9411
196.607605,4.230361,-0.2444
26.189522,-29.775042,-0.9315
291.414698,-64.348296,-0.5487
19.175347,-73.290671,-0.2327
301.402678,63.12562,1.1561
145.969627,45.260106,0.5336
22.20369,51.470902,-0.8536
351.851603,32.604331,-0.8268
178.353193,-58.594939,-0.8672
307.732698,42.545701,-0.6997
151.400876,10.135857,2.0073
166.178685,-87.261416,19.7688
130.451078,-80.911064,-0.1708
132.811914,-50.501425,-0.4921
285.643885,51.830378,-0.5877
11.082408,18.042449,-0.7491
176.35103,17.597879,-0.9417
95.600566,87.69701,1.8813
200.418759,-0.778997,0.0677
77.476211,-7.210283,-0.5772
125.550234,-6.754079,0.0382
191.972901,-33.921874,-0.0512
267.051055,-50.603463,1.1352
340.548766,-77.192758,-0.088
87.526609,-33.684687,-0.4849
173.848896,-68.886148,-0.3361
125.513072,-63.170566,-0.7628
218.173269,14.555561,-0.8164
131.93293,-49.824923,0.6159
34.908882,-59.877577,5.0298
221.182846,4.786848,-0.7947
12.802734,-88.385367,-0.911
15.495283,13.473207,-0.8991
318.31954,-20.708174,-0.6855
313.301066,-38.38301,-0.7448
202.577102,-78.621129,0.7639
6.48101,-46.867388,1.4462
123.518005,46.352916,3.7518
124.656347,-14.010687,2.1571
259.520521,25.682028,0.2297
292.287131,62.290825,-0.831
127.52625,61.770091,-0.1544
151.826202,55.823239,-0.7323
80.877515,-64.713066,-0.9576
262.050615,35.852631,-0.414
125.695018,-57.133725,-0.676
253.972927,25.922128,-0.856
254.484062,-12.30427,-0.6691
56.236929,78.439644,5.0984
318.772354,-21.533973,1.0503
296.828212,56.524222,4.6808
209.88416,-49.680876,-0.2851
31.076932,-85.483366,-0.9166
60.211775,46.499864,-0.9298
33.184266,37.313203,-0.8748
166.901382,-55.597207,8.3346
95.584561,-51.793556,-0.2375
299.086803,71.486782,-0.1337
156.944304,-11.809353,-0.3959
162.755271,12.354846,0.0185
331.893176,-69.595597,-0.8483
207.997745,-70.623998,-0.6135
139.444659,45.924823,-0.9381
354.04469,-33.72278,-0.0608
166.476882,42.045542,0.1232
208.684886,-71.942074,-0.758
137.520344,-87.507135,-0.9484
240.914687,-15.129726,-0.5968
279.290787,-19.483786,0.8362
226.311202,83.772577,-0.8758
89.431523,-84.497183,-0.8138
339.226955,21.224021,-0.4541
184.218403,57.717581,-0.3407
297.368205,-27.293958,0.1564
3.1769,33.466778,2.5085
186.394991,52.056984,-0.7843
336.808642,-37.695992,-0.8478
247.755641,53.85402,-0.6667
41.105715,84.453699,-0.8377
255.59028,-33.675509,-0.7932
5.407442,-54.967623,-0.4921
132.72509,74.839683,-0.7307
85.213128,-86.24542,1.2458
90.679453,-65.964202,-0.866
14.933063,-20.18622,-0.4767
222.167618,33.029338,-0.9036
267.085363,77.417515,-0.148
105.060246,6.640277,-0.1639
211.266211,50.837444,5.3286
179.061756,-41.418268,1.0287
357.533401,33.814508,-0.9157
292.439553,-44.459399,0.1368
340.573676,64.85167,-0.5195
296.758667,-25.47286,0.1727
236.761798,40.873945,-0.7608
25.619787,-20.406481,0.657
308.841947,14.084259,-0.4275
273.966933,23.61852,-0.6973
101.578095,-48.303612,-0.8318
96.978219,-36.266692,-0.8735
188.730353,-43.282264,-0.7863
101.880492,-11.430388,-0.6345
349.425151,-81.265921,0.7738
69.684909,88.52151,1.7298
55.216221,-37.756401,-0.8457
15.668628,-11.455896,-0.6633
198.932766,-40.666273,-0.8042
266.518354,-19.691239,-0.892
211.082983,72.954227,-0.2869
74.979413,35.019748,1.2176
332.434089,-0.375498,0.6156
136.546908,32.878813,-0.3006
50.688483,-0.702601,-0.2034
68.780019,-53.183508,-0.681
157.756068,-36.870148,-0.3534
195.975322,-2.09242,-0.8212
216.521558,42.657341,3.48
26.365392,-80.34849,2.9365
312.298046,-23.423543,-0.727
121.114935,-66.40435,0.2755
93.382865,28.199804,-0.1257
247.524448,-50.731537,0.1251
220.881911,-27.153075,-0.7061
357.415438,-16.234213,-0.9024
147.727168,-13.819025,1.4784
65.969287,9.095557,1.3078
350.19526,-70.460794,-0.5549
173.526036,55.556011,-0.9348
238.149471,8.339573,-0.8554
15.233444,6.586352,0.2014
120.918949,-39.519054,-0.4361
355.40094,-89.058775,-0.7409
347.176033,19.617443,-0.5433
354.294507,-4.052757,-0.6841
296.615144,-18.16658,3.0745
180.183115,8.01053,-0.9413
205.926949,37.453592,0.4301
26.947003,8.425121,-0.5694
285.578897,-12.325403,0.032
269.665591,88.397359,-0.4438
254.987025,15.829972,0.3197
137.723806,-40.940376,0.4438
95.70563,-49.444567,-0.8803
291.570708,-4.60826,-0.2305
350.833505,-66.125787,-0.7647
152.454222,-84.877819,-0.9315
19.985386,10.633465,0.999
324.261699,-16.382624,4.265
248.199693,55.928099,-0.5115
241.711935,-89.072036,-0.8413
339.932845,38.677071,1.0353
241.378708,38.517657,-0.8181
222.303417,60.481279,-0.9225
255.639927,56.529254,-0.8566
174.219869,84.949694,6.8152
103.315008,-66.88184,1.6472
90.64357,-29.461538,0.7113
261.448253,82.013641,-0.6386
87.339269,59.489435,-0.8841
335.216028,55.893815,-0.6933
145.079608,12.453569,-0.2402
228.084775,80.987845,3.1897
15.407782,-12.032394,-0.4996
161.618267,-28.03216,-0.3178
143.841974,87.742841,-0.8407
271.676882,-28.387717,-0.8608
19.951161,72.766371,-0.9207
144.846867,-20.741958,-0.9752
308.928104,40.873521,-0.1205
240.659543,-2.602889,12.2759
279.872983,16.734516,2.0829
274.776248,72.503288,0.1452
238.300529,39.982239,0.7952
140.866867,54.150356,-0.2968
143.781576,-8.608143,0.221
18.425557,-71.76941,0.666
70.199725,75.764869,-0.357
200.91153,85.881502,-0.94
322.228588,-38.613741,1.019
220.40229,67.229084,-0.7577
139.337238,10.541841,-0.7651
299.496327,-25.194621,-0.5695
161.55717,-85.35166,-0.3602
93.557301,54.115016,0.7932
28.826223,87.031172,1.9785
298.278248,-52.606389,-0.0365
221.751898,-88.738071,0.69
209.095361,-31.211271,-0.3616
259.441255,74.299464,-0.8181
217.814531,66.137463,2.5772
126.189604,-11.068946,-0.8561
222.329305,57.077951,-0.8642
50.415139,-37.303719,-0.4466
106.622872,13.529431,-0.4958
193.432863,30.887907,-0.2922
24.893642,-69.746075,3.8052
295.842082,-61.939539,-0.5543
16.070054,-74.994779,-0.8163
134.051896,89.26085,0.0131
163.582199,-19.9995,3.9745
245.054459,-33.102044,0.877
55.752984,-27.820982,-0.2913
295.692491,84.248389,-0.47
153.399967,-85.427703,0.8405
90.413991,76.951699,-0.8712
35.400888,13.310154,-0.6463
333.112745,6.879994,-0.8092
145.218282,-27.68074,3.6395
137.280359,-84.821933,7.2623
64.887773,62.476035,2.3903
182.281787,4.77976,-0.5428
115.158142,-89.074865,-0.9121
59.732338,36.637114,-0.2576
271.03327,-13.831601,-0.7182
323.375658,-19.037578,-0.4051
126.825924,-78.944091,-0.2893
103.13825,31.078619,2.2935
134.418673,26.657919,-0.2949
332.94053,84.369098,-0.0575
210.09821,-70.554561,2.2356
59.728247,80.161217,-0.094
227.694693,-3.922282,-0.6826
144.452596,-80.338156,-0.8438
6.267216,45.978574,0.0284
349.174825,-15.606124,0.5709
41.362595,-73.787918,0.0095
148.858776,-67.20809,0.0794
236.749875,83.402081,4.6045
210.96841,27.742264,-0.208
1.51857,81.504705,-0.4758
218.838767,49.702248,1.9367
261.817718,22.696507,-0.3672
305.756038,-68.627594,-0.5104
66.219465,-8.9574,0.6284
13.232063,-46.688603,-0.7756
339.976775,-61.217409,-0.9146
244.954443,-1.112837,0.7555
163.786767,-33.603394,4.9219
261.018284,81.590197,5.8312
56.548887,-84.768658,-0.7184
345.023313,-84.891863,-0.4814
235.52795,22.352067,-0.9347
315.702823,-73.25516,-0.5149
200.415013,9.724008,22.4316
288.289703,56.838154,-0.6827
117.962954,-67.42289,5.6255
47.90738,-77.330922,-0.8836
127.375442,81.278796,-0.1957
322.892862,64.772885,-0.2633
251.31295,-45.614387,1.0998
164.246968,-3.164594,-0.6285
84.676261,-62.201777,-0.9368
215.296078,60.92615,2.9168
213.445158,-55.408396,-0.8019
191.131297,59.416297,-0.8184
265.609348,-45.381891,-0.7043
87.412783,-70.173192,-0.8552
183.95611,-51.61323,-0.8121
111.026214,7.304911,-0.4539
74.016198,69.313431,0.8991
119.801316,-83.050691,-0.551
289.061205,-64.234555,-0.8661
40.999558,9.558787,-0.8995
99.173253,-73.659434,1.1574
191.889026,-27.436318,-0.8065
144.348589,-22.722119,0.1254
297.963183,-2.183175,-0.6117
280.526966,39.305885,0.0726
244.05081,-45.686998,0.3971
101.699224,-31.017782,-0.0557
7.638783,-12.09503,-0.6793
113.005839,-19.384995,-0.3737
216.344402,38.950193,-0.6282
36.521104,-81.753895,1.361
296.489608,-63.361597,0.1452
355.174767,-65.134864,-0.9134
265.521849,6.400933,0.7483
149.260518,-74.701667,-0.0482
286.998619,-76.536344,-0.9577
98.134772,50.626804,-0.7485
343.479619,86.463289,1.2987
131.979311,-83.460618,-0.1876
248.361691,-59.065055,1.896
6.809815,1.626401,0.2077
227.058778,72.009207,-0.0942
106.570216,0.749129,0.2115
36.765172,-21.684586,-0.616
156.075233,61.069395,1.1303
38.107555,48.703518,-0.2916
66.622506,54.02792,-0.1946
322.24904,-47.858071,2.13
22.842299,27.049864,0.8057
224.998462,-57.033443,0.0661
21.703618,-7.868364,-0.7203
258.497944,61.019375,-0.6337
352.040574,53.153687,-0.384
154.630749,9.930873,-0.9229
348.534389,48.599181,0.3653
230.935619,-77.862151,-0.6114
214.368582,59.386454,-0.0886
61.620419,52.96552,-0.7127
342.849175,43.495387,2.8859
310.15772,-64.05477,-0.8788
47.432406,-51.57713,-0.9706
10.309679,-50.525155,1.0696
129.259014,33.14722,-0.9061
57.39459,-39.52973,-0.8141
121.015068,-66.259891,-0.9457
345.046467,11.302404,1.2741
310.28499,-25.774551,0.5741
158.443541,-3.487966,0.8115
99.299112,41.504527,1.6554
208.010668,-48.273742,0.5796
337.499002,73.153895,-0.6081
284.634824,39.341415,-0.2439
312.391135,57.277728,0.5923
274.000129,-15.658015,-0.019
181.315477,15.553074,-0.7457
50.942728,51.243621,-0.3564
294.699588,-81.518607,-0.2812
234.349086,-24.044931,0.8657
278.163726,-69.321047,-0.1809
264.243521,54.175719,-0.1642
88.600487,84.905664,-0.7554
102.840639,72.597107,0.0086
308.295792,75.395714,-0.6183
146.618997,-22.497621,0.19
63.980693,3.703514,-0.4903
231.375631,-19.903424,-0.7699
107.394186,-24.178578,-0.5378
231.364146,-87.357613,-0.6846
212.422868,16.330919,-0.6307
238.729468,56.360075,-0.4586
357.636163,-18.493241,-0.4215
99.83136,63.126203,-0.9023
351.229118,-9.629868,1.7188
274.846505,25.101641,-0.667
307.943784,-87.868322,3.1212
288.89882,21.725649,0.0986
8.266411,-37.057062,-0.8439
181.328059,54.291639,-0.7901
38.075598,-89.748092,-0.1072
242.452423,-70.299838,-0.8128
21.471879,57.194601,1.2286
11.951456,-9.699927,0.204
326.422967,-41.729154,8.2305
330.140744,-86.576438,0.0885
224.557437,-25.369855,-0.8015
165.573705,52.968467,0.4618
298.257891,5.376132,-0.3177
347.119488,-68.824318,-0.3679
19.544926,-22.961033,0.1062
37.269788,-27.883892,-0.7801
325.831685,-70.973581,0.1113
35.782759,-23.628409,0.2544
257.10098,-65.067546,-0.1006
199.263719,38.148743,-0.9404
187.789069,-49.220283,-0.3151
35.151151,-38.091959,-0.8893
262.334822,-62.726274,-0.8724
216.723762,53.060606,-0.8418
334.383125,77.323088,-0.5306
173.157402,-55.251379,-0.5665
328.469816,4.925605,2.8295
66.201671,73.814767,0.7344
73.400701,79.784485,1.668
341.632249,-65.06602,0.7466
35.777172,17.861416,-0.8535
85.154197,0.891807,-0.7454
50.887116,-16.363864,-0.9746
255.503028,56.658709,-0.4004
280.886586,-85.347991,2.5904
324.531145,61.530111,-0.3487
52.850123,-47.725906,-0.8437
115.825802,-64.084417,-0.7725
114.190335,23.483826,0.0762
350.449988,79.464407,-0.6605
209.846832,3.337847,0.9087
121.499325,83.491424,0.6181
107.545053,20.52329,-0.5488
114.845387,17.296342,-0.8421
256.385211,-56.528459,0.1941
197.741856,-63.304275,-0.7263
224.49978,23.426481,0.1179
169.381819,-78.777284,0.2784
9.452149,85.214559,-0.6777
247.358845,-39.922026,3.1286
260.68562,-6.593908,-0.5582
64.889541,-57.194582,0.9465
233.774351,-8.955307,0.5987
315.916975,-48.399819,-0.5696
216.996685,60.906487,-0.8511
240.674735,-78.599072,-0.3689
252.256443,-15.091558,0.5864
116.760658,48.153669,-0.5175
55.546293,69.185342,-0.5994
170.154506,84.137365,0.0566
83.446596,-79.674597,-0.1579
247.317631,-66.346833,-0.7551
257.37259,-45.391414,-0.892
2.945633,81.930557,0.247
343.512442,84.360798,-0.7556
333.000607,13.571618,-0.6586
47.498008,42.061716,1.1906
172.006035,-5.567694,13.4825
75.248273,72.763979,6.1854
347.010429,-70.350889,-0.3748
203.771759,54.439601,2.6455
252.05739,-4.016629,-0.8865
352.038769,-8.119266,-0.5523
242.280425,12.3341,-0.6309
313.479022,-4.537525,-0.7003
86.59873,63.666883,-0.2256
82.580913,-46.734861,-0.0304
158.830767,-67.205781,-0.6048
317.331665,25.208554,-0.2499
14.083277,45.219916,-0.7989
158.89815,-0.846913,-0.9786
296.966851,27.21066,-0.29
63.882934,-3.382516,0.0136
221.661159,59.871214,0.8515
25.186348,37.990442,-0.8699
3.733773,82.824429,-0.8892
114.804819,19.004809,-0.9508
290.031643,31.466229,-0.0583
14.880995,5.706886,-0.7526
131.327729,7.932838,-0.7244
262.307028,-75.926463,0.2348
132.888087,-9.717504,2.3757
172.370375,-47.370029,-0.6743
180.125758,84.213183,0.698
326.867556,71.509963,0.0939
315.321001,-16.276366,2.7461
22.905099,-70.493248,-0.0527
249.195734,-20.742143,-0.7301
195.451001,88.887917,-0.7193
127.627208,-77.728263,2.6926
177.317317,72.21317,5.2897
316.729957,-70.876822,-0.7945
278.300897,10.287695,-0.9316
204.506134,66.276219,-0.0099
63.217341,21.287345,-0.8589
222.716396,-58.653274,-0.8668
179.288673,89.211386,-0.7754
160.877681,64.990402,-0.6971
339.778743,-62.793788,-0.9154
357.346948,3.139963,0.5334
342.489365,26.851634,-0.5463
265.995136,16.217961,0.0462
215.592302,-26.278323,-0.7311
114.995992,57.180987,-0.2929
340.985073,-39.787042,-0.476
164.023293,-35.368252,0.1135
72.586823,8.461704,-0.8447
39.866542,-78.603361,0.7463
300.882401,-75.95076,-0.4343
118.139294,83.978174,-0.7491
275.839921,-11.912604,-0.2407
225.861017,11.512376,1.3251
102.068166,88.283664,0.4824
306.240967,85.574556,0.7741
304.154924,48.797277,-0.3509
61.856367,15.449051,-0.7872
43.828711,-45.238412,-0.5124
216.183707,-57.260324,-0.3627
84.026955,-68.523869,1.1388
119.587626,-22.67392,-0.7708
337.217809,-42.45097,1.2707
63.199689,61.981902,0.979
169.377423,75.54981,1.9413
106.165484,18.891128,0.5485
125.255035,27.460026,-0.4143
133.233141,6.314856,-0.6923
93.598825,-70.066299,2.2537
274.856947,64.304939,0.1438
292.273604,-83.005912,-0.9017
194.226218,31.493031,1.6559
323.749238,-60.00962,-0.3668
49.194307,50.416871,-0.0781
182.374656,27.191631,4.8335
298.234663,-45.655746,-0.5065
223.528841,49.935444,-0.9406
354.60118,51.145569,-0.203
214.467868,-0.099241,-0.6759
345.61032,8.875263,-0.5633
35.534248,-70.880406,-0.7454
15.344945,-13.158862,-0.9144
128.345056,28.80912,0.3476
302.880011,-77.601387,2.725
18.18339,-25.348063,0.0892
90.826498,-8.888954,-0.7721
354.606637,37.984172,-0.4296
230.747441,-23.5037,12.5501
141.519436,76.678121,0.3842
28.030211,54.587945,-0.3419
271.887151,0.297926,-0.8572
333.110176,38.146676,-0.3003
266.95569,-33.93444,-0.6281
41.908094,-1.293016,0.5072
191.470415,12.891173,-0.443
144.997572,-39.015774,1.8524
325.45579,62.196502,2.2654
274.430093,9.443751,-0.923
288.709709,-6.894677,0.0409
148.945859,-33.232421,2.6887
8.954883,69.874008,1.1819
273.383491,-34.447186,-0.9596
227.995112,-67.699071,4.8374
50.933734,-74.42555,-0.8935
272.438873,64.95461,-0.9292
53.748199,-32.523446,-0.9211
266.286462,26.510956,0.1897
256.901062,88.873881,-0.808
2.706245,-42.65174,-0.762
278.919497,23.863353,-0.6946
146.757368,8.318452,1.5252
182.369927,-77.883164,0.4159
347.289142,-27.783328,-0.8757
331.14574,-67.058539,-0.7599
137.76051,-46.455864,-0.9094
255.446387,64.633295,-0.7447
184.710864,-30.444511,0.0025
295.99179,-85.032245,-0.5786
115.076524,69.612971,-0.8488
169.537514,76.081609,0.7481
40.467475,7.754232,-0.3659
333.605033,-26.418507,-0.8075
324.258809,56.363475,2.7061
99.382457,-72.192326,-0.1008
209.870384,20.354525,-0.4369
136.210388,-63.444637,0.004
56.086296,64.778027,-0.8952
16.20829,48.111145,-0.8997
296.219608,71.961752,-0.7572
104.089795,84.053733,0.7068
185.559069,53.457652,-0.7184
324.965858,-41.878891,-0.622
7.158815,21.295083,5.5883
197.062303,78.59555,-0.9141
343.977504,-55.718377,0.7541
291.342411,-55.559266,-0.852
78.952035,44.523087,0.871
72.31532,23.115878,-0.7563
274.495146,-8.68911,-0.493
28.703003,-73.700219,-0.7963
215.770447,47.103966,-0.8868
84.276887,-29.081454,-0.8413
302.132593,73.748613,-0.5053
136.589807,17.176726,-0.6842
149.390075,45.813445,-0.8566
285.989532,-57.40044,-0.0277
31.711565,31.67977,-0.9407
216.346072,84.267099,-0.2855
346.543125,-49.712497,-0.6819
234.135267,43.361383,0.1354
29.445127,-16.682113,2.2206
327.071782,-71.924386,-0.7098
46.420922,71.059488,-0.6091
132.784819,-11.749885,0.1568
65.404293,-27.5942,-0.3653
259.866991,52.525468,0.4859
95.361015,-87.680926,-0.7728
93.999271,16.172897,0.1474
148.881407,-80.486995,-0.2861
102.994062,79.537501,-0.1114
282.440706,71.896973,-0.6551
189.605963,26.635835,-0.6044
200.131484,4.88739,-0.8176
58.185432,50.297314,0.1432
328.856237,36.903613,-0.373
125.598811,-12.934506,-0.372
135.856817,-60.933514,-0.8042
87.260133,61.613069,0.0872
345.66753,34.368139,-0.8543
218.538986,-33.479807,0.2602
21.944231,-11.924273,-0.9131
69.340279,41.276162,4.8235
172.960703,24.239555,16.1735
67.626818,75.423934,0.7482
217.812812,-84.687961,-0.437
110.842999,23.086271,-0.7681
125.861154,-20.793933,-0.7971
283.196428,-37.978537,-0.5532
188.774186,71.97445,0.337
40.690219,-12.745509,-0.4229
133.882083,-13.749683,24.7632
322.68311,-39.988806,-0.6323
304.617184,44.011811,-0.6037
273.543187,-10.547238,-0.4915
303.669756,-19.121791,-0.1586
32.943218,34.586229,-0.7453
43.982691,21.371183,0.6877
6.709302,88.902418,-0.9183
45.009848,-34.088318,2.1725
296.477091,78.094763,-0.2437
13.654391,0.697549,-0.6487
167.464452,-85.017808,1.7886
88.961876,39.110216,0.023
299.699591,-20.633564,-0.7796
289.031525,68.132569,-0.706
275.758101,-15.938806,-0.6971
136.172302,-68.661076,0.1185
333.212681,31.626422,0.175
322.509036,-28.271998,-0.6188
234.293366,21.586478,-0.282
220.533257,-37.517569,27.242
121.300434,-29.361704,-0.8296
264.919906,4.099478,-0.5522
337.856221,2.450281,0.2238
113.837455,89.053301,2.0244
102.934654,7.100283,-0.4536
94.889782,18.733597,-0.9303
353.936534,64.066626,2.6503
194.51435,-88.566149,1.5278
348.324752,79.49879,-0.54
222.256603,-29.628447,0.0462
105.646023,58.623721,3.8006
211.102526,16.712494,-0.3129
55.960706,63.598575,-0.0301
161.316111,-21.000642,-0.1507
159.435221,63.654137,-0.7665
207.553955,77.693747,-0.6049
139.407046,-36.300486,1.3691
163.849144,21.732192,-0.7016
315.41587,-52.436214,0.9805
64.940852,28.78552,-0.494
332.15366,77.232746,-0.5959
193.874968,26.609244,4.3716
226.39438,42.278182,-0.3647
37.53542,67.916617,-0.8839
52.292851,32.227412,-0.2942
263.725444,-44.647954,-0.9408
324.237722,29.161336,1.2501
186.787957,76.951584,-0.9145
60.309455,40.165397,-0.7497
286.88952,-41.751767,4.3237
330.31125,71.941092,-0.5418
241.264004,76.494506,0.5366
65.830825,-47.374512,-0.5918
148.489231,-23.951752,0.092
338.340938,-69.808483,-0.787
68.968939,76.859636,-0.5332
61.471187,14.028159,-0.8833
252.644586,-31.50958,-0.2077
195.517991,-40.957407,0.6146
73.704012,11.855605,-0.323
221.946908,84.427803,-0.1626
337.202896,-6.372173,-0.8348
307.870817,86.526182,1.1171
2.351515,43.494511,0.7627
315.640833,36.813515,0.3344
225.684728,-62.374355,-0.8631
96.165256,-54.879096,1.0423
33.631118,42.990335,0.097
349.634295,-60.235885,-0.5927
10.453564,9.062178,-0.345
66.462981,2.292974,-0.7152
241.649127,40.339008,-0.3685
272.861542,9.113923,0.056
95.998856,-50.727876,-0.2638
265.345379,50.566638,6.2832
275.462305,51.199962,-0.5186
288.981682,-82.883456,-0.4431
271.411872,7.562216,-0.8724
11.758522,-75.271966,-0.3113
321.230789,-69.098987,-0.6191
202.600638,-79.798093,-0.7735
155.177208,46.727181,0.7402
8.796079,12.084309,0.8471
212.688209,1.132894,-0.2105
58.59346,-51.672629,-0.5565
197.162796,-85.894831,0.2221
68.117235,-49.869227,1.9986
247.64965,-32.429413,1.3667
31.98444,65.574306,-0.4309
216.137496,-63.544286,0.5679
231.768483,-52.219958,0.3136
142.28827,-65.168933,3.8123
330.175928,50.858284,4.7223
189.557851,-64.061942,-0.5703
270.186506,-71.831889,0.5674
160.02544,1.813891,-0.8159
285.017164,1.143222,-0.1333
323.064023,-10.140817,-0.1441
148.675962,63.920313,-0.3852
348.249987,10.220597,0.4968
55.126345,-85.733281,-0.3466
304.620805,-33.085577,-0.4795
189.300526,49.550341,-0.849
49.828413,-64.555093,-0.7418
225.119643,62.278215,0.5465
47.273514,2.593789,-0.7242
319.494659,-30.672031,-0.027
293.7555,-50.397942,-0.0834
235.553338,-32.007134,-0.8256
83.874733,-80.27867,1.9051
346.609116,10.562112,0.0596
307.138945,-43.896379,-0.3673
257.47598,67.471912,-0.3923
131.532596,-64.32394,-0.9129
174.300184,-6.473417,-0.9203
121.702701,40.357498,1.4641
305.779091,45.455424,-0.7301
111.197849,-50.242055,-0.736
85.792037,81.353155,-0.9249
77.164619,80.782358,0.5009
144.418541,-15.19937,-0.3182
224.268573,-7.388859,-0.1928
299.393582,-29.838761,-0.0656
332.894729,-18.703078,0.0135
28.831436,52.356489,-0.4599
16.987969,1.791152,-0.4928
130.584603,71.001495,-0.6125
291.6372,-16.056411,-0.9084
326.665061,34.831238,-0.8818
60.642316,42.18556,4.0818
102.873499,-29.797462,3.0627
324.706238,74.079744,-0.9624
207.293888,1.637632,0.0214
146.770674,1.278316,-0.8571
87.67255,-81.048082,8.5692
40.642258,62.936425,-0.8376
39.041775,19.851845,0.1066
242.666733,-48.737643,-0.3736
259.349149,-33.34891,0.251
131.646426,-23.950817,1.1726
218.160095,60.192446,-0.8254
56.172458,55.069597,2.6964
7.543288,7.30883,-0.7367
35.937303,51.213504,-0.924
38.109759,12.148362,-0.6578
354.517419,-63.308948,-0.4954
84.964911,-50.105216,1.519
48.28486,-31.655602,0.2875
286.339289,-49.037645,0.1506
131.997644,71.950088,-0.7418
74.253917,-54.85051,1.4452
79.334405,-72.631429,0.0396
50.053786,60.332086,0.1392
28.765934,-64.626869,2.0308
244.848997,-89.180577,-0.6625
158.394,32.204369,4.08
53.438279,-62.934025,0.3413
285.280334,-18.501252,0.8528
6.885032,-31.532258,-0.1368
155.029632,83.191522,-0.5875
45.829989,-72.256879,8.1284
9.997642,-79.702008,-0.4151
198.238427,49.985781,-0.729
55.955886,-30.017437,-0.8073
24.666272,11.319342,4.7763
172.357935,-88.21441,0.4436
303.709002,88.066804,-0.8569
174.826386,27.320107,-0.513
28.675539,28.025747,-0.4428
109.568439,44.948061,-0.7468
160.593302,-24.61064,0.4448
101.216072,-17.69824,-0.476
121.513121,-11.223344,-0.3612
180.060577,52.87055,-0.831
339.289199,-74.899361,-0.6879
289.745969,-38.019248,-0.8153
73.575514,50.580539,14.1357
282.692997,-77.616418,-0.9737
142.036035,80.662802,-0.719
293.65783,9.490486,-0.3929
222.158567,-68.052266,-0.6663
244.434353,-54.559453,-0.1626
130.356797,-52.966688,-0.7783
256.748978,-56.477645,-0.0982
203.648528,3.421133,1.7535
222.685895,55.610171,-0.9442
196.936228,-60.704215,-0.6769
20.084646,-80.928224,-0.6467
170.729166,-83.853453,2.884
18.452038,-67.461864,-0.1358
60.660471,-53.717446,-0.785
171.213231,-16.244166,-0.3023
146.222783,43.625761,-0.8947
17.257295,-85.619379,2.9481
49.400942,-39.093894,-0.0131
167.505779,-85.387644,-0.4522
348.357438,88.485944,-0.1087
175.102513,34.845193,-0.5602
278.119263,-54.184382,-0.8194
159.500946,-71.644772,-0.6626
69.020933,-39.056745,1.2267
7.62556,42.549492,-0.3736
135.177495,89.533681,-0.0733
331.016833,-42.131434,1.3559
116.936859,56.137824,0.6564
132.669857,59.566983,-0.6779
249.379034,31.790083,0.5995
265.288622,2.468908,-0.2578
219.018427,77.112621,-0.7872
121.761869,28.22655,0.4194
340.292117,3.705991,0.8998
126.903741,19.906108,-0.9112
105.123531,49.078662,-0.8204
303.537475,-66.34451,-0.7944
336.679975,59.934161,5.6532
344.362776,62.739827,-0.7576
191.958564,-26.605468,-0.932
313.016901,-78.372483,-0.8597
66.135665,50.231665,0.5589
320.039674,67.539135,-0.7237
272.949051,14.141472,-0.7813
143.707403,44.647295,-0.9213
88.266403,47.514114,0.7451
273.473925,-37.795835,0.7327
155.010598,-69.624253,-0.2066
352.301565,68.133441,-0.8025
307.656099,-44.911535,-0.6983
284.555161,-11.915392,-0.704
120.16518,67.533769,-0.5559
256.194623,-32.301492,-0.7624
272.132948,-15.040547,-0.823
147.401329,-84.815492,-0.4131
34.050234,-76.237343,2.4077
264.702151,28.782845,-0.8468
106.00773,80.123814,-0.2308
47.794315,-68.094717,1.3849
15.365837,73.748401,-0.2768
117.812866,-69.569353,-0.2909
183.579546,68.846652,-0.7708
13.822659,69.945692,0.5956
202.824521,-84.482235,1.1729
322.339263,-27.648914,2.0305
215.252554,-51.287366,0.2515
188.851378,87.023838,-0.6169
83.615539,-36.833448,-0.4332
158.129613,8.732518,-0.8016
216.203814,-13.719502,-0.2681
311.436218,4.623057,-0.1188
317.461958,31.484373,0.0458
162.694284,-25.316178,1.9985
66.11913,71.305294,-0.3519
254.654301,-48.405592,-0.7465
342.205141,65.478119,-0.5055
344.845124,11.524526,-0.1106
358.434962,76.624141,0.5201
90.804264,60.920329,-0.6183
301.292515,45.977951,-0.6281
18.61347,-29.31047,0.2867
5.413636,-50.586871,-0.7645
242.55605,72.848412,0.0448
43.157406,-63.265498,0.7637
139.809547,-84.835116,-0.3813
4.482884,60.83296,0.3431
31.244887,57.37513,-0.8284
75.116272,75.134256,-0.5494
199.608143,43.918738,-0.7922
119.498679,60.884142,0.143
202.988451,-66.73543,-0.9692
233.630338,19.495599,0.585
1.211587,74.751818,-0.7261
305.171663,72.799722,-0.763
20.788403,71.751025,1.7023
314.299659,38.134938,-0.4964
351.381598,-24.381396,-0.6523
325.267298,-55.155875,-0.1352
195.182726,-75.743182,-0.2564
277.07958,-72.586992,-0.4849
62.165569,-61.610957,1.1598
337.353289,11.305999,-0.9595
8.398462,-84.680524,-0.8302
198.532501,-58.322136,-0.8246
166.028025,-25.639719,3.1148
286.882402,25.811841,2.1255
