galaxy,r_kpc,vobs_kms,vobs_err_kms,vbar_kms
G0074,10.42105263,5284.05232069,0.0,5058.80620200
G0074,11.18421053,5857.01600397,0.0,5058.80620200
G0074,11.94736842,5144.39176839,0.0,5058.80620200
G0074,12.71052632,5791.66193879,0.0,5058.80620200
G0074,13.47368421,5515.09269745,0.0,5058.80620200
G0074,14.23684211,5113.18792571,0.0,5058.80620200
G0074,15.00000000,5410.27977412,0.0,5058.80620200
G0075,0.50000000,5912.78054054,0.0,5111.50209993
G0075,1.26315789,5413.02889411,0.0,5111.50209993
G0075,2.02631579,5239.52486545,0.0,5111.50209993
G0075,2.78947368,5496.57714512,0.0,5111.50209993
G0075,3.55263158,5348.98325877,0.0,5111.50209993
G0075,4.31578947,5228.37132386,0.0,5111.50209993
G0075,5.07894737,5699.11763553,0.0,5111.50209993
G0075,5.84210526,5799.68252644,0.0,5111.50209993
G0075,6.60526316,5423.25459185,0.0,5111.50209993
G0075,7.36842105,5723.12294990,0.0,5111.50209993
G0075,8.13157895,5469.18330278,0.0,5111.50209993
G0075,8.89473684,5549.30205065,0.0,5111.50209993
G0075,9.65789474,5611.51930128,0.0,5111.50209993
G0075,10.42105263,5993.51804318,0.0,5111.50209993
G0075,11.18421053,5718.64340055,0.0,5111.50209993
G0075,11.94736842,5298.49979419,0.0,5111.50209993
G0075,12.71052632,5720.94963799,0.0,5111.50209993
G0075,13.47368421,5515.42833122,0.0,5111.50209993
G0075,14.23684211,5447.06075797,0.0,5111.50209993
G0075,15.00000000,5342.93588945,0.0,5111.50209993
G0076,0.50000000,5627.20552205,0.0,5164.19799787
G0076,1.26315789,5617.66270833,0.0,5164.19799787
G0076,2.02631579,5521.29691625,0.0,5164.19799787
G0076,2.78947368,5242.67562313,0.0,5164.19799787
G0076,3.55263158,5153.64185372,0.0,5164.19799787
G0076,4.31578947,5670.66092630,0.0,5164.19799787
G0076,5.07894737,5684.80949017,0.0,5164.19799787
G0076,5.84210526,6249.65709409,0.0,5164.19799787
G0076,6.60526316,5584.26906700,0.0,5164.19799787
G0076,7.36842105,5922.36983232,0.0,5164.19799787
G0076,8.13157895,5971.32880447,0.0,5164.19799787
G0076,8.89473684,5617.39948215,0.0,5164.19799787
G0076,9.65789474,5656.24099225,0.0,5164.19799787
G0076,10.42105263,5513.50387241,0.0,5164.19799787
G0076,11.18421053,6134.71977532,0.0,5164.19799787
G0076,11.94736842,5209.63294631,0.0,5164.19799787
G0076,12.71052632,5623.43431380,0.0,5164.19799787
G0076,13.47368421,6024.55306709,0.0,5164.19799787
G0076,14.23684211,5604.26710598,0.0,5164.19799787
G0076,15.00000000,5473.75349967,0.0,5164.19799787
G0077,0.50000000,5758.37934873,0.0,5216.89389581
G0077,1.26315789,5842.08320607,0.0,5216.89389581
G0077,2.02631579,5853.59691828,0.0,5216.89389581
G0077,2.78947368,5772.25688097,0.0,5216.89389581
G0077,3.55263158,5905.57946349,0.0,5216.89389581
G0077,4.31578947,5961.25102734,0.0,5216.89389581
G0077,5.07894737,5377.07538874,0.0,5216.89389581
G0077,5.84210526,5584.26528439,0.0,5216.89389581
G0077,6.60526316,5939.61827900,0.0,5216.89389581
G0077,7.36842105,5831.16348520,0.0,5216.89389581
G0077,8.13157895,5758.86814966,0.0,5216.89389581
G0077,8.89473684,5883.49063628,0.0,5216.89389581
G0077,9.65789474,5963.08749189,0.0,5216.89389581
G0077,10.42105263,5447.89531414,0.0,5216.89389581
G0077,11.18421053,5342.90528687,0.0,5216.89389581
G0077,11.94736842,5363.75628840,0.0,5216.89389581
G0077,12.71052632,6221.08771915,0.0,5216.89389581
G0077,13.47368421,5392.00301695,0.0,5216.89389581
G0077,14.23684211,5625.33512277,0.0,5216.89389581
G0077,15.00000000,5639.31173896,0.0,5216.89389581
G0078,0.50000000,6046.00470274,0.0,5269.58979375
G0078,1.26315789,5249.86356601,0.0,5269.58979375
G0078,2.02631579,5738.30692883,0.0,5269.58979375
G0078,2.78947368,6098.70784940,0.0,5269.58979375
G0078,3.55263158,6070.10689224,0.0,5269.58979375
G0078,4.31578947,5867.26467086,0.0,5269.58979375
G0078,5.07894737,5674.58103243,0.0,5269.58979375
G0078,5.84210526,6254.89420912,0.0,5269.58979375
G0078,6.60526316,5268.94472710,0.0,5269.58979375
G0078,7.36842105,6031.60918401,0.0,5269.58979375
G0078,8.13157895,5895.68661709,0.0,5269.58979375
G0078,8.89473684,5919.50684607,0.0,5269.58979375
G0078,9.65789474,5826.01041174,0.0,5269.58979375
G0078,10.42105263,5808.58089090,0.0,5269.58979375
G0078,11.18421053,6017.17848080,0.0,5269.58979375
G0078,11.94736842,5418.11867519,0.0,5269.58979375
G0078,12.71052632,5391.23725761,0.0,5269.58979375
G0078,13.47368421,5796.29776730,0.0,5269.58979375
G0078,14.23684211,5764.58804426,0.0,5269.58979375
G0078,15.00000000,5796.64473442,0.0,5269.58979375
G0079,0.50000000,6268.88121237,0.0,5322.28569168
G0079,1.26315789,5638.88657619,0.0,5322.28569168
G0079,2.02631579,6025.24055043,0.0,5322.28569168
G0079,2.78947368,5918.71785675,0.0,5322.28569168
G0079,3.55263158,6494.23394781,0.0,5322.28569168
G0079,4.31578947,5399.96037970,0.0,5322.28569168
G0079,5.07894737,5648.55603288,0.0,5322.28569168
G0079,5.84210526,5674.46062238,0.0,5322.28569168
G0079,6.60526316,6190.53480942,0.0,5322.28569168
G0079,7.36842105,5569.02458672,0.0,5322.28569168
G0079,8.13157895,6288.48305506,0.0,5322.28569168
G0079,8.89473684,6271.10977952,0.0,5322.28569168
G0079,9.65789474,6058.42630538,0.0,5322.28569168
G0079,10.42105263,5934.08584194,0.0,5322.28569168
G0079,11.18421053,5355.24823073,0.0,5322.28569168
G0079,11.94736842,5859.97964773,0.0,5322.28569168
G0079,12.71052632,5391.68962724,0.0,5322.28569168
G0079,13.47368421,5701.80146829,0.0,5322.28569168
G0079,14.23684211,5866.06293238,0.0,5322.28569168
G0079,15.00000000,5717.40948211,0.0,5322.28569168
G0080,0.50000000,6143.39180666,0.0,5374.98158962
G0080,1.26315789,5826.70941875,0.0,5374.98158962
G0080,2.02631579,5410.49785165,0.0,5374.98158962
G0080,2.78947368,5553.74773431,0.0,5374.98158962
G0080,3.55263158,5491.04028940,0.0,5374.98158962
G0080,4.31578947,5771.80097623,0.0,5374.98158962
G0080,5.07894737,6230.41619858,0.0,5374.98158962
G0080,5.84210526,6012.88726235,0.0,5374.98158962
G0080,6.60526316,5964.14181356,0.0,5374.98158962
G0080,7.36842105,5487.67606780,0.0,5374.98158962
G0080,8.13157895,6559.29611559,0.0,5374.98158962
G0080,8.89473684,5856.30007106,0.0,5374.98158962
G0080,9.65789474,6573.29747170,0.0,5374.98158962
G0080,10.42105263,5610.23420515,0.0,5374.98158962
G0080,11.18421053,5698.07838753,0.0,5374.98158962
G0080,11.94736842,6626.88479556,0.0,5374.98158962
G0080,12.71052632,5549.36783937,0.0,5374.98158962
G0080,13.47368421,5987.36451015,0.0,5374.98158962
G0080,14.23684211,5765.41593670,0.0,5374.98158962
G0080,15.00000000,5626.07126216,0.0,5374.98158962
G0081,0.50000000,6561.98832196,0.0,5427.67748756
G0081,1.26315789,5624.75621581,0.0,5427.67748756
G0081,2.02631579,6187.81787420,0.0,5427.67748756
G0081,2.78947368,6249.07519528,0.0,5427.67748756
G0081,3.55263158,5622.48497692,0.0,5427.67748756
G0081,4.31578947,5360.30727739,0.0,5427.67748756
G0081,5.07894737,5394.82869986,0.0,5427.67748756
G0081,5.84210526,5685.32361033,0.0,5427.67748756
G0081,6.60526316,5988.01555749,0.0,5427.67748756
G0081,7.36842105,6021.40943543,0.0,5427.67748756
G0081,8.13157895,5866.10613714,0.0,5427.67748756
G0081,8.89473684,5890.90189814,0.0,5427.67748756
G0081,9.65789474,6210.50311335,0.0,5427.67748756
G0081,10.42105263,6149.53692661,0.0,5427.67748756
G0081,11.18421053,6034.23432773,0.0,5427.67748756
G0081,11.94736842,5739.39707498,0.0,5427.67748756
G0081,12.71052632,6152.32616894,0.0,5427.67748756
G0081,13.47368421,5975.74056124,0.0,5427.67748756
G0081,14.23684211,5700.64650442,0.0,5427.67748756
G0081,15.00000000,5751.26233699,0.0,5427.67748756
G0082,0.50000000,6346.91942769,0.0,5480.37338550
G0082,1.26315789,6531.30999022,0.0,5480.37338550
G0082,2.02631579,5821.20241810,0.0,5480.37338550
G0082,2.78947368,5358.28088097,0.0,5480.37338550
G0082,3.55263158,6155.21887777,0.0,5480.37338550
G0082,4.31578947,5709.52297824,0.0,5480.37338550
G0082,5.07894737,6198.58112767,0.0,5480.37338550
G0082,5.84210526,5867.17625264,0.0,5480.37338550
G0082,6.60526316,6646.18265218,0.0,5480.37338550
G0082,7.36842105,6013.13832317,0.0,5480.37338550
G0082,8.13157895,6249.51295620,0.0,5480.37338550
G0082,8.89473684,5616.30405185,0.0,5480.37338550
G0082,9.65789474,5136.67070045,0.0,5480.37338550
G0082,10.42105263,6020.04073517,0.0,5480.37338550
G0082,11.18421053,6057.90103275,0.0,5480.37338550
G0082,11.94736842,6194.93402506,0.0,5480.37338550
G0082,12.71052632,5814.00159274,0.0,5480.37338550
G0082,13.47368421,5593.34701872,0.0,5480.37338550
G0082,14.23684211,5501.06510258,0.0,5480.37338550
G0082,15.00000000,6144.95708139,0.0,5480.37338550
G0083,0.50000000,6251.47953161,0.0,5533.06800515
G0083,1.26315789,5772.72457419,0.0,5533.06800515
G0083,2.02631579,5877.68628871,0.0,5533.06800515
G0083,2.78947368,5817.27000720,0.0,5533.06800515
G0083,3.55263158,5464.99999680,0.0,5533.06800515
G0083,4.31578947,6097.17933153,0.0,5533.06800515
G0083,5.07894737,6292.44869296,0.0,5533.06800515
G0083,5.84210526,5969.65657935,0.0,5533.06800515
G0083,6.60526316,5607.69689571,0.0,5533.06800515
G0083,7.36842105,5977.21132354,0.0,5533.06800515
G0083,8.13157895,6448.93167516,0.0,5533.06800515
G0083,8.89473684,6679.99572170,0.0,5533.06800515
G0083,9.65789474,6118.30352082,0.0,5533.06800515
G0083,10.42105263,5798.93070398,0.0,5533.06800515
G0083,11.18421053,5437.72208149,0.0,5533.06800515
G0083,11.94736842,5570.42888454,0.0,5533.06800515
G0083,12.71052632,6010.24449033,0.0,5533.06800515
G0083,13.47368421,6105.22368079,0.0,5533.06800515
G0083,14.23684211,6114.54326347,0.0,5533.06800515
G0083,15.00000000,5957.69479193,0.0,5533.06800515
G0084,0.50000000,5624.30761835,0.0,5585.76490857
G0084,1.26315789,5614.18032224,0.0,5585.76490857
G0084,2.02631579,6139.46543404,0.0,5585.76490857
G0084,2.78947368,5843.30209523,0.0,5585.76490857
G0084,3.55263158,6492.19216507,0.0,5585.76490857
G0084,4.31578947,5649.99908677,0.0,5585.76490857
G0084,5.07894737,6608.67843587,0.0,5585.76490857
G0084,5.84210526,5891.47105897,0.0,5585.76490857
G0084,6.60526316,6162.58355674,0.0,5585.76490857
G0084,7.36842105,6162.57530711,0.0,5585.76490857
G0084,8.13157895,5989.74256021,0.0,5585.76490857
G0084,8.89473684,5481.00573343,0.0,5585.76490857
G0084,9.65789474,5947.57183205,0.0,5585.76490857
G0084,10.42105263,6558.50861582,0.0,5585.76490857
G0084,11.18421053,5704.27718154,0.0,5585.76490857
G0084,11.94736842,5533.22819593,0.0,5585.76490857
G0084,12.71052632,6027.87448178,0.0,5585.76490857
G0084,13.47368421,5968.90536791,0.0,5585.76490857
G0084,14.23684211,5700.60566448,0.0,5585.76490857
G0084,15.00000000,5865.24107991,0.0,5585.76490857
G0085,0.50000000,6004.08589966,0.0,5638.46107931
G0085,1.26315789,6025.06587062,0.0,5638.46107931
G0085,2.02631579,6202.13722466,0.0,5638.46107931
G0085,2.78947368,6369.43944753,0.0,5638.46107931
G0085,3.55263158,6271.13299417,0.0,5638.46107931
G0085,4.31578947,6257.19051143,0.0,5638.46107931
G0085,5.07894737,6668.88508720,0.0,5638.46107931
G0085,5.84210526,6488.98641377,0.0,5638.46107931
G0085,6.60526316,5256.06799349,0.0,5638.46107931
G0085,7.36842105,6040.35764014,0.0,5638.46107931
G0085,8.13157895,5667.11529261,0.0,5638.46107931
G0085,8.89473684,5940.08674755,0.0,5638.46107931
G0085,9.65789474,6389.25236916,0.0,5638.46107931
G0085,10.42105263,6090.18191772,0.0,5638.46107931
G0085,11.18421053,6020.29346587,0.0,5638.46107931
G0085,11.94736842,6557.17233180,0.0,5638.46107931
G0085,12.71052632,5689.50028179,0.0,5638.46107931
G0085,13.47368421,6123.20983749,0.0,5638.46107931
G0085,14.23684211,6320.86752358,0.0,5638.46107931
G0085,15.00000000,6159.49136448,0.0,5638.46107931
G0086,0.50000000,5848.39184634,0.0,5691.15697725
G0086,1.26315789,6202.55666966,0.0,5691.15697725
G0086,2.02631579,6460.27830810,0.0,5691.15697725
G0086,2.78947368,6320.48172344,0.0,5691.15697725
G0086,3.55263158,6308.19965800,0.0,5691.15697725
G0086,4.31578947,6305.01930709,0.0,5691.15697725
G0086,5.07894737,6251.53747453,0.0,5691.15697725
G0086,5.84210526,5824.17902267,0.0,5691.15697725
G0086,6.60526316,6113.59392416,0.0,5691.15697725
G0086,7.36842105,6343.32910403,0.0,5691.15697725
G0086,8.13157895,5242.57628692,0.0,5691.15697725
G0086,8.89473684,6444.65063483,0.0,5691.15697725
G0086,9.65789474,6314.32633503,0.0,5691.15697725
G0086,10.42105263,5872.94927253,0.0,5691.15697725
G0086,11.18421053,5977.83799201,0.0,5691.15697725
G0086,11.94736842,6146.27513271,0.0,5691.15697725
G0086,12.71052632,6337.92593507,0.0,5691.15697725
G0086,13.47368421,6093.43629647,0.0,5691.15697725
G0086,14.23684211,6571.89239508,0.0,5691.15697725
G0086,15.00000000,6337.82988967,0.0,5691.15697725
G0087,0.50000000,6020.58487819,0.0,5743.85287518
G0087,1.26315789,6119.41311002,0.0,5743.85287518
G0087,2.02631579,6338.37211339,0.0,5743.85287518
G0087,2.78947368,6495.29752760,0.0,5743.85287518
G0087,3.55263158,6480.14423051,0.0,5743.85287518
G0087,4.31578947,6236.47807112,0.0,5743.85287518
G0087,5.07894737,6313.90407975,0.0,5743.85287518
G0087,5.84210526,6259.19387706,0.0,5743.85287518
G0087,6.60526316,6524.63234575,0.0,5743.85287518
G0087,7.36842105,5958.01671638,0.0,5743.85287518
G0087,8.13157895,6455.96190999,0.0,5743.85287518
G0087,8.89473684,5686.60336487,0.0,5743.85287518
G0087,9.65789474,6408.39187937,0.0,5743.85287518
G0087,10.42105263,6347.34440914,0.0,5743.85287518
G0087,11.18421053,6266.94212127,0.0,5743.85287518
G0087,11.94736842,5598.79989933,0.0,5743.85287518
G0087,12.71052632,6757.99700051,0.0,5743.85287518
G0087,13.47368421,6548.57916180,0.0,5743.85287518
G0087,14.23684211,6275.03367359,0.0,5743.85287518
G0087,15.00000000,6410.79666647,0.0,5743.85287518
G0088,0.50000000,6027.49660123,0.0,5796.54760551
G0088,1.26315789,6486.55031524,0.0,5796.54760551
G0088,2.02631579,6817.89819366,0.0,5796.54760551
G0088,2.78947368,5952.01194613,0.0,5796.54760551
G0088,3.55263158,7176.08000363,0.0,5796.54760551
G0088,4.31578947,6186.38625135,0.0,5796.54760551
G0088,5.07894737,6586.20466358,0.0,5796.54760551
G0088,5.84210526,6063.31615332,0.0,5796.54760551
G0088,6.60526316,6448.01242144,0.0,5796.54760551
G0088,7.36842105,5921.70031332,0.0,5796.54760551
G0088,8.13157895,6116.16311560,0.0,5796.54760551
G0088,8.89473684,6252.27283773,0.0,5796.54760551
G0088,9.65789474,6117.16631757,0.0,5796.54760551
G0088,10.42105263,6248.20846123,0.0,5796.54760551
G0088,11.18421053,6633.17871418,0.0,5796.54760551
G0088,11.94736842,5920.70551401,0.0,5796.54760551
G0088,12.71052632,5946.42496558,0.0,5796.54760551
G0088,13.47368421,6339.43676338,0.0,5796.54760551
G0088,14.23684211,6146.14288101,0.0,5796.54760551
G0088,15.00000000,6007.14199869,0.0,5796.54760551
G0089,0.50000000,6424.18327958,0.0,5849.24345010
G0089,1.26315789,6201.96036718,0.0,5849.24345010
G0089,2.02631579,6489.31447626,0.0,5849.24345010
G0089,2.78947368,6369.36373704,0.0,5849.24345010
G0089,3.55263158,6317.84308653,0.0,5849.24345010
G0089,4.31578947,6360.27573230,0.0,5849.24345010
G0089,5.07894737,6708.56991762,0.0,5849.24345010
G0089,5.84210526,6801.38539204,0.0,5849.24345010
G0089,6.60526316,6331.12113987,0.0,5849.24345010
G0089,7.36842105,6053.38598560,0.0,5849.24345010
G0089,8.13157895,5899.79425277,0.0,5849.24345010
G0089,8.89473684,5669.31076240,0.0,5849.24345010
G0089,9.65789474,6006.80071878,0.0,5849.24345010
G0089,10.42105263,6110.07387571,0.0,5849.24345010
G0089,11.18421053,6365.28704945,0.0,5849.24345010
G0089,11.94736842,5781.96651649,0.0,5849.24345010
G0089,12.71052632,6838.26940571,0.0,5849.24345010
G0089,13.47368421,6721.43464311,0.0,5849.24345010
G0089,14.23684211,6779.38833166,0.0,5849.24345010
G0089,15.00000000,6218.38669527,0.0,5849.24345010
G0090,0.50000000,6518.11011756,0.0,5901.94056900
G0090,1.26315789,6134.51737132,0.0,5901.94056900
G0090,2.02631579,6938.55083042,0.0,5901.94056900
G0090,2.78947368,6048.98062586,0.0,5901.94056900
G0090,3.55263158,6274.17150897,0.0,5901.94056900
G0090,4.31578947,6897.85492341,0.0,5901.94056900
G0090,5.07894737,7241.21037060,0.0,5901.94056900
G0090,5.84210526,6410.01338557,0.0,5901.94056900
G0090,6.60526316,6306.17319212,0.0,5901.94056900
G0090,7.36842105,5632.30750859,0.0,5901.94056900
G0090,8.13157895,6990.27406295,0.0,5901.94056900
G0090,8.89473684,6538.77491986,0.0,5901.94056900
G0090,9.65789474,5832.96094015,0.0,5901.94056900
G0090,10.42105263,6720.10442897,0.0,5901.94056900
G0090,11.18421053,6637.20311088,0.0,5901.94056900
G0090,11.94736842,6325.43857958,0.0,5901.94056900
G0090,12.71052632,6259.93655289,0.0,5901.94056900
G0090,13.47368421,6674.63106110,0.0,5901.94056900
G0090,14.23684211,6514.87233663,0.0,5901.94056900
G0090,15.00000000,6596.29664693,0.0,5901.94056900
G0091,0.50000000,6895.47265538,0.0,5954.63646693
G0091,1.26315789,6884.65352593,0.0,5954.63646693
G0091,2.02631579,6744.09751745,0.0,5954.63646693
G0091,2.78947368,6687.17419283,0.0,5954.63646693
G0091,3.55263158,6081.82212478,0.0,5954.63646693
G0091,4.31578947,6134.68387332,0.0,5954.63646693
G0091,5.07894737,6762.94206536,0.0,5954.63646693
G0091,5.84210526,6707.28841301,0.0,5954.63646693
G0091,6.60526316,6665.37565034,0.0,5954.63646693
G0091,7.36842105,6770.03179217,0.0,5954.63646693
G0091,8.13157895,6317.07400909,0.0,5954.63646693
G0091,8.89473684,6680.55978970,0.0,5954.63646693
G0091,9.65789474,6175.80306029,0.0,5954.63646693
G0091,10.42105263,6517.30751596,0.0,5954.63646693
G0091,11.18421053,6798.93673455,0.0,5954.63646693
G0091,11.94736842,6277.16230854,0.0,5954.63646693
G0091,12.71052632,7131.44955248,0.0,5954.63646693
G0091,13.47368421,6865.45136550,0.0,5954.63646693
G0091,14.23684211,6942.77516507,0.0,5954.63646693
G0091,15.00000000,6428.44857975,0.0,5954.63646693
G0092,0.50000000,6099.34297689,0.0,6007.33236487
G0092,1.26315789,6325.59243040,0.0,6007.33236487
G0092,2.02631579,6735.33528834,0.0,6007.33236487
G0092,2.78947368,6463.10233490,0.0,6007.33236487
G0092,3.55263158,6790.94996205,0.0,6007.33236487
G0092,4.31578947,6603.84728248,0.0,6007.33236487
G0092,5.07894737,6361.26094695,0.0,6007.33236487
G0092,5.84210526,6860.70668451,0.0,6007.33236487
G0092,6.60526316,6997.54232801,0.0,6007.33236487
G0092,7.36842105,6314.59411637,0.0,6007.33236487
G0092,8.13157895,6722.30507766,0.0,6007.33236487
G0092,8.89473684,6605.85928406,0.0,6007.33236487
G0092,9.65789474,6646.59098644,0.0,6007.33236487
G0092,10.42105263,6520.42032722,0.0,6007.33236487
G0092,11.18421053,6144.00167610,0.0,6007.33236487
G0092,11.94736842,7016.47808277,0.0,6007.33236487
G0092,12.71052632,6212.52596269,0.0,6007.33236487
G0092,13.47368421,6269.21142924,0.0,6007.33236487
G0092,14.23684211,6769.61671472,0.0,6007.33236487
G0092,15.00000000,6613.48897105,0.0,6007.33236487
G0093,0.50000000,6348.86386421,0.0,6060.02696095
G0093,1.26315789,6394.64879071,0.0,6060.02696095
G0093,2.02631579,6559.56943858,0.0,6060.02696095
G0093,2.78947368,6467.86557344,0.0,6060.02696095
G0093,3.55263158,6825.77784526,0.0,6060.02696095
G0093,4.31578947,6227.14222348,0.0,6060.02696095
G0093,5.07894737,6732.14956192,0.0,6060.02696095
G0093,5.84210526,7118.03260509,0.0,6060.02696095
G0093,6.60526316,6678.60580195,0.0,6060.02696095
G0093,7.36842105,6318.36374760,0.0,6060.02696095
G0093,8.13157895,6372.99731634,0.0,6060.02696095
G0093,8.89473684,6626.47066006,0.0,6060.02696095
G0093,9.65789474,6405.66883466,0.0,6060.02696095
G0093,10.42105263,7020.19678595,0.0,6060.02696095
G0093,11.18421053,6003.60102667,0.0,6060.02696095
G0093,11.94736842,7153.87909227,0.0,6060.02696095
G0093,12.71052632,5942.56992065,0.0,6060.02696095
G0093,13.47368421,6598.47750213,0.0,6060.02696095
G0093,14.23684211,6254.00259578,0.0,6060.02696095
G0093,15.00000000,6883.18912610,0.0,6060.02696095
G0094,0.50000000,6411.40898251,0.0,6112.72237313
G0094,1.26315789,6291.67950459,0.0,6112.72237313
G0094,2.02631579,6556.14070602,0.0,6112.72237313
G0094,2.78947368,6532.46929919,0.0,6112.72237313
G0094,3.55263158,6024.24388612,0.0,6112.72237313
G0094,4.31578947,6821.10154211,0.0,6112.72237313
G0094,5.07894737,5871.64656300,0.0,6112.72237313
G0094,5.84210526,7061.81197743,0.0,6112.72237313
G0094,6.60526316,6559.46216825,0.0,6112.72237313
G0094,7.36842105,6987.33648108,0.0,6112.72237313
G0094,8.13157895,6469.25899148,0.0,6112.72237313
G0094,8.89473684,6405.04845408,0.0,6112.72237313
G0094,9.65789474,6886.87378888,0.0,6112.72237313
G0094,10.42105263,6474.73415211,0.0,6112.72237313
G0094,11.18421053,6153.44072340,0.0,6112.72237313
G0094,11.94736842,6640.49296871,0.0,6112.72237313
G0094,12.71052632,6210.31063938,0.0,6112.72237313
G0094,13.47368421,6665.22680912,0.0,6112.72237313
G0094,14.23684211,7129.37505712,0.0,6112.72237313
G0094,15.00000000,6990.55839685,0.0,6112.72237313
G0095,0.50000000,6727.64985481,0.0,6165.41818669
G0095,1.26315789,6671.28730450,0.0,6165.41818669
G0095,2.02631579,6620.47582647,0.0,6165.41818669
G0095,2.78947368,6512.58776727,0.0,6165.41818669
G0095,3.55263158,6846.45660278,0.0,6165.41818669
G0095,4.31578947,6673.92215715,0.0,6165.41818669
G0095,5.07894737,6598.64199705,0.0,6165.41818669
G0095,5.84210526,6817.85794464,0.0,6165.41818669
G0095,6.60526316,6048.14328183,0.0,6165.41818669
G0095,7.36842105,7385.09177449,0.0,6165.41818669
G0095,8.13157895,6938.97339186,0.0,6165.41818669
G0095,8.89473684,6258.23284627,0.0,6165.41818669
G0095,9.65789474,6765.72307205,0.0,6165.41818669
G0095,10.42105263,6347.25770719,0.0,6165.41818669
G0095,11.18421053,6545.64338759,0.0,6165.41818669
G0095,11.94736842,6425.95575857,0.0,6165.41818669
G0095,12.71052632,7094.27588958,0.0,6165.41818669
G0095,13.47368421,6080.98572571,0.0,6165.41818669
G0095,14.23684211,6607.82632258,0.0,6165.41818669
G0095,15.00000000,6172.36246658,0.0,6165.41818669
G0096,0.50000000,6777.58593371,0.0,6218.11595662
G0096,1.26315789,6676.74811251,0.0,6218.11595662
G0096,2.02631579,6307.32679964,0.0,6218.11595662
G0096,2.78947368,7272.91854110,0.0,6218.11595662
G0096,3.55263158,7314.88370003,0.0,6218.11595662
G0096,4.31578947,6593.13752231,0.0,6218.11595662
G0096,5.07894737,6961.57467065,0.0,6218.11595662
G0096,5.84210526,6734.04386345,0.0,6218.11595662
G0096,6.60526316,6867.10443386,0.0,6218.11595662
G0096,7.36842105,7304.26186671,0.0,6218.11595662
G0096,8.13157895,6693.39305912,0.0,6218.11595662
G0096,8.89473684,7392.47305381,0.0,6218.11595662
G0096,9.65789474,6686.75974971,0.0,6218.11595662
G0096,10.42105263,6752.78703913,0.0,6218.11595662
G0096,11.18421053,7425.42885858,0.0,6218.11595662
G0096,11.94736842,6877.88384998,0.0,6218.11595662
G0096,12.71052632,6095.23524460,0.0,6218.11595662
G0096,13.47368421,6860.78199354,0.0,6218.11595662
G0096,14.23684211,6349.68484526,0.0,6218.11595662
G0096,15.00000000,6220.52460300,0.0,6218.11595662
G0097,0.50000000,6519.53992127,0.0,6270.81016973
G0097,1.26315789,6953.57134448,0.0,6270.81016973
G0097,2.02631579,6461.13480935,0.0,6270.81016973
G0097,2.78947368,6362.64707477,0.0,6270.81016973
G0097,3.55263158,6712.10215772,0.0,6270.81016973
G0097,4.31578947,6980.43662334,0.0,6270.81016973
G0097,5.07894737,6603.78726710,0.0,6270.81016973
G0097,5.84210526,6395.08581302,0.0,6270.81016973
G0097,6.60526316,6098.73873694,0.0,6270.81016973
G0097,7.36842105,6576.47933137,0.0,6270.81016973
G0097,8.13157895,7130.85765480,0.0,6270.81016973
G0097,8.89473684,7184.83495096,0.0,6270.81016973
G0097,9.65789474,7112.21418288,0.0,6270.81016973
G0097,10.42105263,6782.05163752,0.0,6270.81016973
G0097,11.18421053,6886.27016831,0.0,6270.81016973
G0097,11.94736842,7275.70148653,0.0,6270.81016973
G0097,12.71052632,6544.84356708,0.0,6270.81016973
G0097,13.47368421,6966.56953676,0.0,6270.81016973
G0097,14.23684211,6201.98350887,0.0,6270.81016973
G0097,15.00000000,7075.43361371,0.0,6270.81016973
G0098,0.50000000,6743.91598671,0.0,6323.50627084
G0098,1.26315789,6500.85007996,0.0,6323.50627084
G0098,2.02631579,7166.12386178,0.0,6323.50627084
G0098,2.78947368,6516.16578970,0.0,6323.50627084
G0098,3.55263158,6600.32375210,0.0,6323.50627084
G0098,4.31578947,7429.67997442,0.0,6323.50627084
G0098,5.07894737,6538.66161242,0.0,6323.50627084
G0098,5.84210526,6673.20907226,0.0,6323.50627084
G0098,6.60526316,6663.80866699,0.0,6323.50627084
G0098,7.36842105,7170.25218792,0.0,6323.50627084
G0098,8.13157895,6266.16988984,0.0,6323.50627084
G0098,8.89473684,7330.87107688,0.0,6323.50627084
G0098,9.65789474,6815.56371443,0.0,6323.50627084
G0098,10.42105263,6790.20368818,0.0,6323.50627084
G0098,11.18421053,6590.18155532,0.0,6323.50627084
G0098,11.94736842,6849.33771483,0.0,6323.50627084
G0098,12.71052632,7406.76499540,0.0,6323.50627084
G0098,13.47368421,6972.94380545,0.0,6323.50627084
G0098,14.23684211,6577.81114772,0.0,6323.50627084
G0098,15.00000000,6779.68578899,0.0,6323.50627084
G0099,0.50000000,7142.92064158,0.0,6376.20365043
G0099,1.26315789,6986.69122503,0.0,6376.20365043
G0099,2.02631579,6867.50522348,0.0,6376.20365043
G0099,2.78947368,7167.31186826,0.0,6376.20365043
G0099,3.55263158,7082.61505172,0.0,6376.20365043
G0099,4.31578947,6582.12675184,0.0,6376.20365043
G0099,5.07894737,6290.90616016,0.0,6376.20365043
G0099,5.84210526,7131.10594544,0.0,6376.20365043
G0099,6.60526316,7603.12379786,0.0,6376.20365043
G0099,7.36842105,6671.51899153,0.0,6376.20365043
G0099,8.13157895,6907.95985001,0.0,6376.20365043
